geoid20_x,FIPS,ShapeSTArea,ShapeSTLength,pop_below_100_pct,pop_below_200_pct,chd_pct,total_pop,snap_rate,Age Total population,Under 18 years,Percent Under 18 years,0-19 years,20 to 44 years,45 to 64 years,65 years and over,Percent 65 years and over,85 years and over,Hispanic or Latino,Percent Hispanic or Latino,Not Hispanic or Latino,geoid20_y
195710,6037195710,5203272.561,9761.83887,31.357637,55.580406,5.6121044,4529,4.4159861,4860,622,12.8,959,2309,1045,547,11.3,51,2866,59,1994,195710
195720,6037195720,3110500.285,8346.485386,14.880622,36.368683,4.1266251,1878,5.3248138,1795,172,9.6,172,935,362,326,18.2,14,887,49.4,908,195720
195802,6037195802,4332629.912,9935.908865,12.230953,36.41954,4.4208665,2928,3.4153006,2958,435,14.7,480,1322,715,441,14.9,49,1711,57.8,1247,195802
195803,6037195803,4062124.999,9006.74441,16.195162,34.93235,3.6071274,2305,8.6767893,2351,323,13.7,332,1268,454,297,12.6,17,855,36.4,1496,195803
195804,6037195804,3615043.817,7708.360007,10.422424,34.583496,4.0900736,2719,3.6778228,2527,253,10,260,1317,588,362,14.3,122,1288,51,1239,195804
195902,6037195902,3742492.616,8216.515849,13.343254,18.253969,3.7059538,1872,5.3418803,1779,318,17.9,318,840,494,127,7.1,9,212,11.9,1567,195902
197410,6037197410,14997000.81,18531.58849,6.4574223,16.953949,3.9944904,3727,2.6831231,3725,436,11.7,464,1592,1054,615,16.5,82,1088,29.2,2637,197410
197420,6037197420,6625853.295,11620.14024,5.5940022,38.754326,4.0937605,3906,10.240655,3962,635,16,674,2193,725,370,9.3,112,1982,50,1980,197420
199001,6037199001,2689325.924,8021.3663,25,52.354259,5.112782,2083,9.6015358,2214,465,21,495,727,708,284,12.8,94,1272,57.5,942,199001
199002,6037199002,14479074.4,20810.19102,15.669724,37.174313,5.1395411,2714,11.053795,2610,349,13.4,353,1299,605,353,13.5,73,1375,52.7,1235,199002
199120,6037199120,10353364.77,16463.99179,36.826973,62.833244,7.3076925,4023,7.4571214,4031,861,21.4,938,1675,798,620,15.4,191,2721,67.5,1310,199120
199201,6037199201,4253708.587,8935.660564,15.884089,55.486988,5.9891105,3686,13.56484,3540,789,22.3,891,1295,840,514,14.5,223,2173,61.4,1367,199201
199202,6037199202,10273091.99,18301.57612,17.78084,39.179874,4.5904236,2807,3.5625222,2594,458,17.7,505,905,641,543,20.9,44,1695,65.3,899,199202
199801,6037199801,3713869.138,9460.365758,21.890547,61.995579,6.8122272,3740,5.3475938,3745,922,24.6,994,1433,963,355,9.5,90,2506,66.9,1239,199801
199802,6037199802,3296092.645,8868.744416,13.291667,55.166668,6.7879982,2207,31.717264,2064,402,19.5,423,719,595,327,15.8,50,961,46.6,1103,199802
201110,6037201110,10913332.25,16183.43016,12.982297,26.191557,4.6857772,2331,4.2900043,2390,396,16.6,422,954,565,449,18.8,34,1776,74.3,614,201110
201301,6037201301,9323319.567,19559.43579,23.213037,34.225845,5.8056874,3650,5.4794521,3433,491,14.3,505,1387,859,682,19.9,144,2122,61.8,1311,201301
201401,6037201401,14080873.28,15489.9911,22.249014,56.093819,4.7133408,4458,8.9726334,4632,1179,25.5,1357,1767,1024,484,10.4,86,3668,79.2,964,201401
201402,6037201402,20894870.7,19009.77948,20.075758,46.885521,7.0966134,4464,2.2401433,4445,858,19.3,920,1443,1093,989,22.2,175,3381,76.1,1064,201402
201501,6037201501,9566161.624,14427.97381,16.851482,33.357571,5.1054649,5360,5.5970149,5594,1176,21,1301,2068,1238,987,17.6,224,4110,73.5,1484,201501
201503,6037201503,4729129.094,9203.947941,22.634117,48.945148,5.192698,3184,12.562814,3261,697,21.4,853,1183,861,364,11.2,43,2886,88.5,375,201503
201504,6037201504,3964702.961,9633.746302,17.243013,41.781147,5.1026068,2061,9.7040272,2177,477,21.9,535,745,511,386,17.7,69,1827,83.9,350,201504
201601,6037201601,5816821.747,11118.84189,23.312883,40.858894,5.2094522,2401,4.1649313,2337,454,19.4,614,817,533,373,16,100,1778,76.1,559,201601
201602,6037201602,11471575.93,18959.11864,12.867274,32.387707,5.3872056,2936,6.8119893,2619,654,25,721,767,617,514,19.6,36,1956,74.7,663,201602
203601,6037203601,3551943.637,13045.02729,16.028955,47.225094,4.9873204,2694,3.7119524,2629,439,16.7,525,891,783,430,16.4,106,2596,98.7,33,203601
203602,6037203602,2404778.257,7367.397156,27.816338,57.074211,4.9968767,1844,10.845987,2074,517,24.9,741,746,380,207,10,34,1942,93.6,132,203602
203710,6037203710,3036174.992,7623.78208,13.950924,34.32589,5.8039551,3516,11.376564,3449,955,27.7,1057,1274,787,331,9.6,5,3349,97.1,100,203710
203720,6037203720,3455623.084,7965.721038,23.492775,54.110611,5.9077811,3882,12.879959,3892,1042,26.8,1152,1516,769,455,11.7,53,3734,95.9,158,203720
204110,6037204110,6499062.053,10204.65829,18.350988,44.803894,5.4977093,3372,2.9655991,3097,698,22.5,770,1017,953,357,11.5,141,2960,95.6,137,204110
204120,6037204120,2835229.078,6976.744365,10.153846,52.581196,5.409091,2638,7.581501,2606,654,25.1,683,869,770,284,10.9,58,2476,95,130,204120
204410,6037204410,3195515.689,7602.195939,27.775768,47.124775,5.5245538,2633,15.191796,2618,580,22.2,633,938,629,418,16,40,2484,94.9,134,204410
204420,6037204420,3251272.355,7655.4187,30.279291,63.964577,5.6054773,3088,9.7150259,3085,776,25.2,835,1247,737,266,8.6,80,2879,93.3,206,204420
204810,6037204810,8289136.797,11974.61118,20.824867,49.370174,5.4925218,4947,6.0642815,4929,1354,27.5,1578,1917,822,612,12.4,96,4716,95.7,213,204810
204820,6037204820,3445972.398,8346.720197,20.270901,55.207848,6.2273278,2242,8.9206066,2222,610,27.5,734,856,371,261,11.7,61,2121,95.5,101,204820
204910,6037204910,5579346.586,9619.43139,27.361191,52.718948,5.6063619,3162,9.4876661,3065,894,29.2,997,1002,687,379,12.4,39,2877,93.9,188,204910
204920,6037204920,9794921.058,12795.94817,20.815451,51.144493,6.3950491,2535,11.834319,2623,683,26,754,843,713,313,11.9,111,2529,96.4,94,204920
205110,6037205110,3088819.349,9229.4819,19.285908,56.315933,4.2905531,3478,2.8752155,3447,1101,31.9,1216,1281,722,228,6.6,20,3358,97.4,89,205110
205120,6037205120,15781304.27,20062.49739,41.928608,78.76931,6.4204783,3641,16.478989,3630,1184,32.6,1270,1351,706,303,8.3,15,3541,97.5,89,205120
206010,6037206010,15485647.82,21066.37082,29.551186,52.924862,6.8944664,3864,5.1759834,3729,558,15,641,1489,1178,421,11.3,17,1801,48.3,1928,206010
206020,6037206020,9402533.033,12029.06845,13.595707,19.320215,3.2019703,10614,0.9421519,8994,0,0,59,6973,1846,116,1.3,0,3728,41.4,5266,206020
206050,6037206050,19210111.77,25518.48473,24.686192,50.999535,9.9467144,2194,22.789425,2317,627,27.1,686,750,430,451,19.5,161,1968,84.9,349,206050
206051,6037206051,40157736.49,30027.52972,8.3274021,15.017794,2.4112089,1197,33.416874,1325,19,1.4,19,900,288,118,8.9,0,306,23.1,1019,206051
206052,6037206052,9950091.585,13475.44188,14.607533,27.384724,2.3684211,3065,3.2626426,3150,132,4.2,132,2561,348,109,3.5,0,415,13.2,2735,206052
206053,6037206053,6331353.51,10825.72231,31.191116,58.681023,7.0889263,2973,3.3636057,3007,671,22.3,737,1044,657,569,18.9,210,2386,79.3,621,206053
206201,6037206201,2161752.481,6940.275485,32.404827,56.406685,9.0704651,2134,28.116213,2203,95,4.3,95,1090,744,274,12.4,22,347,15.8,1856,206201
206202,6037206202,4067555.009,9661.221437,51.483421,65.328682,9.0800476,1839,5.4377379,1915,114,6,129,606,465,715,37.3,215,224,11.7,1691,206202
206301,6037206301,1457910.071,4943.525817,66.175667,89.198036,12.915408,1819,27.487631,2133,19,0.9,30,339,1305,459,21.5,0,427,20,1706,206301
206302,6037206302,499680.0519,3606.427805,76.30471,94.991585,12.995595,1822,5.4884744,2271,0,0,48,784,1193,246,10.8,19,531,23.4,1740,206302
206303,6037206303,4679996.822,10618.50762,81.297134,95.374557,12.894117,2430,4.1152263,2757,0,0,0,1061,1385,311,11.3,46,763,27.7,1994,206303
207101,6037207101,3231109.029,7720.182228,22.196621,46.466972,5.5060472,4054,2.4666996,3864,722,18.7,795,2079,467,523,13.5,140,389,10.1,3475,207101
207102,6037207102,4467442.106,9909.643386,34.140209,65.011002,9.1844816,3103,45.11763,3198,436,13.6,576,1242,729,651,20.4,136,724,22.6,2474,207102
207103,6037207103,3488830.094,9634.345351,27.798508,54.664181,8.1054688,2055,9.7323599,2055,255,12.4,282,842,428,503,24.5,27,275,13.4,1780,207103
207303,6037207303,1905373.658,5576.46493,20.759031,41.700962,5.2008238,2242,8.9206066,2387,89,3.7,125,1373,478,411,17.2,43,615,25.8,1772,207303
207304,6037207304,541608.1563,3459.979837,56.03363,65.62809,5.253623,2101,9.5192766,2251,216,9.6,237,955,774,285,12.7,0,1008,44.8,1243,207304
207305,6037207305,2182607.961,8262.439763,3.5379813,4.6826224,5.2134833,717,41.841003,796,0,0,0,598,198,0,0,0,197,24.7,599,207305
207306,6037207306,1737007.144,5647.400497,27.146172,45.069607,4.0122409,1978,10.111223,1947,0,0,0,1340,444,163,8.4,0,290,14.9,1657,207306
207307,6037207307,525932.6474,2911.191793,45.435394,55.126404,4.0449438,1461,13.689254,1403,67,4.8,81,739,507,76,5.4,0,296,21.1,1107,207307
207308,6037207308,494215.0821,2815.67316,9.7505665,15.419501,3.9426522,1288,23.291925,1268,36,2.8,67,934,233,34,2.7,0,149,11.8,1119,207308
207501,6037207501,1445854.249,4896.765579,18.33099,23.58181,3.4046693,2022,4.9455986,1995,180,9,182,1188,450,175,8.8,17,650,32.6,1345,207501
207502,6037207502,4503362.954,9155.677193,37.597656,55.664063,10.513186,3317,3.0147724,3652,162,4.4,162,1259,611,1620,44.4,557,404,11.1,3248,207502
207711,6037207711,7469514.545,14744.23774,10.415412,18.001204,3.9843471,1881,31.897926,2189,0,0,0,1688,423,78,3.6,0,246,11.2,1943,207711
207712,6037207712,4383833.969,9437.966004,29.675737,33.005211,4,3947,15.201419,4388,310,7.1,382,2862,427,717,16.3,414,947,21.6,3441,207712
207902,6037207902,7532286.542,11167.81814,16.998951,23.347324,2.6995757,6236,3.2071841,7214,367,5.1,523,5505,1147,39,0.5,0,1634,22.7,5580,207902
208002,6037208002,4253642.558,9520.381995,31.626017,59.288616,4.0993791,4545,13.20132,4147,1147,27.7,1219,1796,878,254,6.1,14,3436,82.9,711,208002
208302,6037208302,4735706.833,9852.781004,28.319088,55.308643,5.5921054,5007,11.983224,4881,1105,22.6,1218,2228,830,605,12.4,63,3059,62.7,1822,208302
208401,6037208401,2472155.84,6288.165372,24.739584,65.581596,5.798274,4217,4.7427082,4092,821,20.1,866,1848,736,642,15.7,150,2477,60.5,1615,208401
208402,6037208402,3667724.102,8621.780301,19.086571,47.920929,5.0900903,2856,17.507002,2719,632,23.2,726,1050,634,309,11.4,87,1964,72.2,755,208402
208501,6037208501,2617928.328,6561.569834,14.012998,30.991064,4.1774111,2590,3.8610039,2577,355,13.8,450,1041,699,387,15,83,1300,50.4,1277,208501
208502,6037208502,2809795.966,6779.017047,20.711153,52.158855,5.2953782,3993,5.0087652,4208,876,20.8,1026,1568,1026,588,14,12,3449,82,759,208502
208610,6037208610,3768690.946,8269.487905,16.019196,40.082268,4.3062201,4382,6.846189,4274,781,18.3,848,1950,990,486,11.4,21,2178,51,2096,208610
208620,6037208620,3491004.906,8197.496402,21.608391,41.37529,4.3881855,4010,9.9750624,3930,674,17.2,712,1824,929,465,11.8,46,1863,47.4,2067,208620
208710,6037208710,1833916.09,5648.952449,8.7422123,28.971962,3.3002481,4846,2.0635576,4757,491,10.3,510,2194,1238,815,17.1,73,1625,34.2,3132,208710
208720,6037208720,1773163.959,6918.86293,39.66898,68.17939,5.1029544,3602,16.657413,3917,772,19.7,889,1807,907,314,8,27,3045,77.7,872,208720
208801,6037208801,2889587.409,7802.252435,21.155054,52.385437,6.1912227,3198,3.1269543,3397,578,17,634,1366,779,618,18.2,135,1571,46.2,1826,208801
208902,6037208902,1981074.28,5658.695104,36.19009,75.995125,5.185185,2529,15.816528,2376,689,29,744,1112,404,116,4.9,13,2075,87.3,301,208902
208903,6037208903,1714528.618,7038.480885,41.71278,74.650856,5.9910583,3758,10.64396,3955,865,21.9,978,1888,768,321,8.1,34,3404,86.1,551,208903
208904,6037208904,1206663.499,4564.63611,44.699562,81.411819,7.1064262,4197,7.147963,3816,1020,26.7,1024,1584,671,537,14.1,111,3222,84.4,594,208904
209103,6037209103,1334880.504,4693.848496,54.436718,83.3936,5.3048296,3797,2.6336582,3648,1128,30.9,1276,1415,693,264,7.2,20,3284,90,364,209103
209105,6037209105,895832.0983,4013.336593,53.277618,83.076523,5.2718287,3496,8.5812359,3231,1245,38.5,1267,1265,355,344,10.6,0,2619,81.1,612,209105
209106,6037209106,2385508.821,6257.588486,32.454983,52.393501,5.2908416,2382,4.198153,2531,292,11.5,407,1303,517,304,12,43,1140,45,1391,209106
209201,6037209201,1810247.952,5620.491334,17.444555,27.739159,2.8883183,3036,3.2938077,3026,171,5.7,215,2264,430,117,3.9,30,482,15.9,2544,209201
209202,6037209202,2615787.863,6577.413046,29.551123,81.109726,2.8876054,1621,6.1690316,1485,545,36.7,598,505,364,18,1.2,0,1057,71.2,428,209202
209401,6037209401,2321391.97,6370.712723,35.226971,72.630737,7.1940298,3956,12.63903,4095,829,20.2,929,1302,1005,859,21,128,2799,68.4,1296,209401
209402,6037209402,1466351.837,4849.913834,36.555893,75.528702,5.2939153,4062,24.618414,4296,1078,25.1,1221,2036,667,372,8.7,71,3807,88.6,489,209402
209403,6037209403,1487534.113,4882.44351,29.248402,74.035706,8.2119617,4420,6.7873302,4311,1129,26.2,1171,1596,762,782,18.1,78,3136,72.7,1175,209403
209510,6037209510,1964228.797,5807.663544,37.864079,68.831604,5.4817986,2946,10.183299,2635,458,17.4,540,1122,683,290,11,70,1574,59.7,1061,209510
209520,6037209520,2488320.267,6468.360713,33.959637,69.415451,5.6807051,2678,18.67065,2569,644,25.1,737,1192,461,179,7,12,2143,83.4,426,209520
209820,6037209820,1927868.326,5690.534786,29.709631,60.233711,5.9027777,2741,10.944911,2559,600,23.4,655,983,687,234,9.1,16,2312,90.3,247,209820
210010,6037210010,4402120.023,8907.430264,34.71328,62.312176,6.2122827,3336,5.995204,3349,723,21.6,863,1109,874,503,15,61,2675,79.9,674,210010
211122,6037211122,3934733.82,8274.051868,31.911375,60.251324,3.901274,2750,14.545455,2641,516,19.5,536,1473,396,236,8.9,28,832,31.5,1809,211122
211123,6037211123,1851716.046,6798.256629,23.951286,32.949932,3.3990483,1513,13.218771,1748,49,2.8,79,1300,155,214,12.2,51,194,11.1,1554,211123
211124,6037211124,4252116.001,8179.690837,15.159182,52.393002,3.4043813,4292,9.319665,4321,516,11.9,628,1506,1523,664,15.4,68,1477,34.2,2844,211124
211201,6037211201,1500115.663,4915.797811,18.521204,47.62595,4.1782732,2602,7.6863952,2391,402,16.8,430,1105,571,285,11.9,44,1397,58.4,994,211201
211202,6037211202,1928500.754,5559.519694,16.508795,40.956245,4,2334,4.2844901,2307,389,16.9,419,967,685,236,10.2,48,1357,58.8,950,211202
211310,6037211310,1549310.534,4998.404247,18.334646,49.251381,4.3130436,3507,11.40576,3330,684,20.5,755,1505,791,279,8.4,48,1877,56.4,1453,211310
211320,6037211320,2004977.215,5674.508818,29.075426,56.082726,4.7899489,3399,11.768167,3326,836,25.1,988,1205,835,298,9,39,1940,58.3,1386,211320
211410,6037211410,2914743.779,7500.754844,7.9960837,29.699739,4.3034606,3017,6.6291018,3038,632,20.8,697,772,1109,460,15.1,51,1328,43.7,1710,211410
211420,6037211420,4101871.118,8393.585104,15.706806,40.52972,4.3856597,3451,20.283976,3639,650,17.9,697,1836,672,434,11.9,30,2002,55,1637,211420
211703,6037211703,1981686.88,5697.205812,15.811403,33.85965,3.5065904,4589,8.7164955,4624,907,19.6,997,1895,1127,605,13.1,67,1453,31.4,3171,211703
211704,6037211704,1990706.123,5747.498383,15.150442,41.946903,4.6055264,2704,7.3964496,2802,310,11.1,311,1187,647,657,23.4,125,733,26.2,2069,211704
211802,6037211802,3502699.251,7938.572086,23.703703,52.546295,3.7085745,4457,6.7309852,4575,607,13.3,794,2189,951,641,14,53,1733,37.9,2842,211802
211803,6037211803,1501836.623,4915.856684,14.532783,29.375322,2.8918829,3326,3.0066144,3528,493,14,543,1752,906,327,9.3,36,879,24.9,2649,211803
211804,6037211804,2001609.598,5672.183285,20.702999,48.790714,4.0014553,3113,9.6370058,3131,705,22.5,747,1165,869,350,11.2,59,895,28.6,2236,211804
211910,6037211910,1485020.088,4890.399363,12.432937,37.835316,3.6114221,4075,2.4539878,4143,531,12.8,614,2141,1008,380,9.2,57,2174,52.5,1969,211910
211921,6037211921,997421.5873,4152.132574,22.184446,61.410965,3.7000973,2261,8.845644,2113,375,17.7,389,1109,475,140,6.6,39,902,42.7,1211,211921
211922,6037211922,999882.1878,4155.338502,13.423787,54.965359,2.8812909,3674,5.4436584,3420,619,18.1,656,1801,794,169,4.9,0,1699,49.7,1721,211922
212101,6037212101,1999632.818,5670.100104,16.709606,33.419212,3.4144568,2694,3.7119524,2612,332,12.7,338,1609,464,201,7.7,25,358,13.7,2254,212101
212102,6037212102,1492493.561,4902.634445,20.141211,69.156448,6.6027689,2574,7.7700076,2682,649,24.2,745,891,555,491,18.3,127,723,27,1959,212102
212202,6037212202,2222402.728,6482.090647,32.307693,66.21302,4.6974821,3258,12.277471,3417,648,19,750,1651,681,335,9.8,35,2373,69.4,1044,212202
212203,6037212203,1144315.93,4500.812926,34.110687,52.593109,6.3010502,2577,11.641443,2733,259,9.5,280,1365,606,482,17.6,218,1381,50.5,1352,212203
212204,6037212204,2294672.756,6149.261568,28.772699,59.42392,5.2114801,2948,6.7842607,3431,740,21.6,774,1721,607,329,9.6,0,2576,75.1,855,212204
212303,6037212303,1675360.549,5219.253927,36.792679,63.568504,3.9158576,3941,12.687136,3864,983,25.4,1094,2151,534,85,2.2,0,2432,62.9,1432,212303
212304,6037212304,2213842.599,6305.425674,27.59029,67.8508,4.8920865,1602,6.242197,1721,391,22.7,397,875,285,164,9.5,42,1146,66.6,575,212304
212305,6037212305,1163116.728,4358.271392,32.844574,69.859886,4.200542,2781,3.5958288,2745,761,27.7,887,980,679,199,7.2,0,1985,72.3,760,212305
212306,6037212306,1742931.957,5316.961445,27.12991,58.308159,4.4015446,3086,6.4808812,3030,678,22.4,746,1214,766,304,10,16,1557,51.4,1473,212306
212420,6037212420,1544109.368,4956.62922,26.146065,50.173885,4.2179918,3226,3.0998139,2616,494,18.9,552,1134,616,314,12,44,1504,57.5,1112,212420
212501,6037212501,856756.8227,3804.129906,15.330662,46.192387,3.3212559,1864,5.3648067,1898,265,14,312,1157,289,140,7.4,0,1092,57.5,806,212501
212502,6037212502,3068569.803,8256.683307,14.151299,43.884079,3.7954454,2785,14.362658,2997,381,12.7,406,1739,513,339,11.3,93,936,31.2,2061,212502
212610,6037212610,3844339.71,8377.370832,22.710932,47.515331,4.5911436,4046,2.4715769,4218,567,13.4,600,1910,1162,546,12.9,71,1568,37.2,2650,212610
212620,6037212620,3106627.795,7948.079843,23.772102,46.782909,4.0870333,3994,2.5037556,3799,600,15.8,699,1627,974,499,13.1,15,1369,36,2430,212620
212701,6037212701,5054873.234,10686.75729,14.74122,31.977819,5.8084774,2203,4.5392647,2277,381,16.7,423,572,648,634,27.8,91,339,14.9,1938,212701
212702,6037212702,9478753.946,13476.03799,13.998869,24.010181,4.7887325,3591,2.7847397,3360,402,12,441,1009,1262,648,19.3,119,610,18.2,2750,212702
213201,6037213201,3605253.457,8208.738578,25.368248,58.592472,5.3973508,4018,7.4664011,4162,873,21,930,1517,1250,465,11.2,49,1967,47.3,2195,213201
213202,6037213202,3637318.758,8141.435729,23.401501,53.248772,5.2125349,3818,10.476689,3899,566,14.5,685,1676,1108,430,11,45,2491,63.9,1408,213202
213310,6037213310,3359268.73,7825.237356,19.553278,40.754303,5.2054796,2536,15.772871,2578,229,8.9,284,1176,797,321,12.5,0,1357,52.6,1221,213310
213320,6037213320,3352280.597,7850.587882,24.256292,54.729214,6.7975106,2456,20.358307,2569,387,15.1,492,1013,651,413,16.1,46,1866,72.6,703,213320
213401,6037213401,2110768.92,6327.274225,24.544502,54.534031,4.3941412,4630,4.3196545,4818,1109,23,1188,2113,1069,448,9.3,53,3687,76.5,1131,213401
213402,6037213402,4217750.292,8305.579389,23.934361,56.834099,4.7876658,4712,8.4889641,4697,930,19.8,1105,1980,1108,504,10.7,0,3424,72.9,1273,213402
214501,6037214501,8098023.899,14036.47531,7.5783973,12.049942,2.9121864,3609,11.083403,3679,801,21.8,868,1786,699,326,8.9,14,461,12.5,3218,214501
214902,6037214902,5459260.395,9792.04911,5.2447553,13.675214,4.4958534,2391,4.1823506,2444,219,9,232,1252,550,410,16.8,41,137,5.6,2307,214902
215101,6037215101,3820631.894,10271.58198,9.3132324,18.190954,1.9893428,2845,14.059754,2812,159,5.7,159,2080,423,150,5.3,20,557,19.8,2255,215101
215102,6037215102,2774274.31,8182.358919,11.776316,22.203947,1.8828452,3110,6.4308681,2952,204,6.9,204,2026,590,132,4.5,0,553,18.7,2399,215102
216201,6037216201,4971501.995,10417.18947,17.067493,25.252134,3.4830046,2386,8.3822298,2510,278,11.1,278,1299,766,167,6.7,18,285,11.4,2225,216201
216401,6037216401,4429446.712,8621.816418,8.9986649,25.847797,4.5951862,3621,2.761668,3295,370,11.2,385,1788,649,473,14.4,145,357,10.8,2938,216401
216901,6037216901,7568795.035,12077.37187,9.9767981,17.633411,4.4862518,2624,11.432927,2687,342,12.7,342,983,770,592,22,157,286,10.6,2401,216901
217001,6037217001,5904316.174,10940.79362,4.2857141,13.588039,4.399323,2749,10.913059,2647,736,27.8,751,1113,424,359,13.6,43,418,15.8,2229,217001
217002,6037217002,8302513.96,11538.65679,9.0002165,28.627195,4.1976013,4514,11.076651,4859,1255,25.8,1317,2156,735,651,13.4,85,420,8.6,4439,217002
217101,6037217101,4261607.469,9362.605898,9.6491232,20.88394,4.7129393,2820,10.638298,2518,658,26.1,679,910,747,182,7.2,0,1680,66.7,838,217101
217102,6037217102,5402500.472,9507.488687,8.9541006,22.272385,4.6975331,2799,14.290818,2667,294,11,302,1235,684,446,16.7,24,433,16.2,2234,217102
218110,6037218110,6443295.401,12758.85667,20.243488,52.718006,5.41502,3562,16.844469,3521,735,20.9,797,1553,770,401,11.4,40,1816,51.6,1705,218110
218120,6037218120,4792188.032,8884.87361,25.337439,53.847977,5.4054055,3749,8.0021343,3684,962,26.1,1076,1336,796,476,12.9,57,2492,67.6,1192,218120
218210,6037218210,4181546.303,8771.280539,18.264174,47.632961,6.1045532,3660,2.7322404,4090,715,17.5,729,1978,1046,337,8.2,32,3059,74.8,1031,218210
218220,6037218220,7241641.643,11685.4752,11.761671,39.876194,4.9070406,3848,5.197505,3858,574,14.9,618,1559,1089,592,15.3,117,1735,45,2123,218220
218701,6037218701,5919075.327,10687.11526,14.325452,46.03616,4.8754635,2117,14.170997,2079,350,16.8,384,817,576,302,14.5,72,1112,53.5,967,218701
218702,6037218702,3871444.639,10285.10167,18.413979,51.702511,4.9109883,2333,8.5726528,2627,637,24.2,753,957,573,344,13.1,5,1736,66.1,891,218702
219010,6037219010,4745319.716,9379.453748,13.064713,41.666668,5.6165543,3042,6.5746222,3023,454,15,493,1231,800,499,16.5,39,1575,52.1,1448,219010
219020,6037219020,7819937.956,11239.45451,30.625477,52.364609,5.0877638,5221,3.8306837,4625,1197,25.9,1361,1631,1146,487,10.5,34,3159,68.3,1466,219020
219901,6037219901,5649851.875,10076.1262,17.337002,50.825573,4.599874,4693,4.2616663,4944,1409,28.5,1458,2257,1017,212,4.3,38,3976,80.4,968,219901
219902,6037219902,8619894.371,13295.76653,21.183506,39.282341,5.41329,3307,6.0477777,3514,628,17.9,680,1444,979,411,11.7,62,2463,70.1,1051,219902
221110,6037221110,2521209.396,6926.353804,32.633587,60.823338,6.3142438,3539,5.6513138,3161,649,20.5,738,1259,728,436,13.8,36,2606,82.4,555,221110
221120,6037221120,3417542.645,7524.851759,28.539469,63.502716,5.3056026,3038,13.166557,2922,776,26.6,846,1131,618,327,11.2,49,2696,92.3,226,221120
221210,6037221210,3861959.827,8419.212422,17.817305,48.688576,4.8876624,3278,9.1519222,3095,600,19.4,689,1160,843,403,13,82,2395,77.4,700,221210
221220,6037221220,7097658.143,10529.47777,18.98263,50.062035,5.3831778,3126,28.790787,2979,624,20.9,705,1073,794,407,13.7,14,2579,86.6,400,221220
221302,6037221302,4974449.327,10183.1034,17.195446,59.990311,5.1904092,3932,17.802645,3681,767,20.8,924,1500,932,325,8.8,18,2763,75.1,918,221302
221303,6037221303,2518370.879,6486.09399,34.287868,73.247925,5.090909,2448,12.254902,2611,619,23.7,664,1103,614,230,8.8,61,2107,80.7,504,221303
221401,6037221401,5837353.251,9623.443725,26.252439,61.80872,10.086356,3233,6.1862049,3341,512,15.3,546,1136,709,950,28.4,254,1250,37.4,2091,221401
221601,6037221601,3981517.751,8298.430069,24.178549,52.32486,4.7939777,3008,6.6489363,3354,520,15.5,629,1534,840,351,10.5,55,2630,78.4,724,221601
221602,6037221602,5627264.424,12004.50752,25.48875,52.67429,5.312922,2649,11.325028,2455,455,18.5,486,1237,402,330,13.4,22,2022,82.4,433,221602
221710,6037221710,3530350.129,8106.015673,28.322289,52.493896,5.515873,2878,17.373177,2890,383,13.3,497,1464,575,354,12.2,44,2112,73.1,778,221710
221810,6037221810,3275832.741,7474.754666,47.919708,65.802917,4.1938109,2744,14.577259,2679,275,10.3,452,1741,325,161,6,14,1232,46,1447,221810
222001,6037222001,5105293.149,9152.50954,11.352821,30.489464,4.603683,2957,10.145417,3139,526,16.8,621,1312,854,352,11.2,83,2052,65.4,1087,222001
222002,6037222002,7057954.581,10841.91869,22.373425,44.306583,4.8971086,5094,7.8523755,5172,1218,23.5,1298,2156,1044,674,13,118,3837,74.2,1335,222002
224010,6037224010,8938274.894,13900.82504,25.36132,55.953201,5.7154775,2933,6.8189569,3137,420,13.4,508,1605,611,413,13.2,33,1731,55.2,1406,224010
224020,6037224020,13264716.37,15226.23323,38.159824,61.363636,5.5148854,2652,11.312217,2633,734,27.9,876,1104,595,58,2.2,0,2022,76.8,611,224020
224310,6037224310,1946036.697,6759.460353,34.452213,60.88578,4.8963132,2164,18.484289,1964,420,21.4,442,896,455,171,8.7,32,1607,81.8,357,224310
224320,6037224320,3129822.623,8444.169605,47.676006,73.274094,6.1018438,3144,9.5419846,3300,692,21,792,1292,645,571,17.3,147,3016,91.4,284,224320
224410,6037224410,4878956.816,10535.05471,25.681198,57.11853,3.9157739,2990,10.033444,3029,567,18.7,647,1577,391,414,13.7,157,1750,57.8,1279,224410
224420,6037224420,3860569.886,8969.152872,33.654247,77.3964,5.8968058,2634,7.5930142,2449,467,19.1,574,1007,635,233,9.5,27,1976,80.7,473,224420
224702,6037224702,4257851.055,9804.975678,77.611938,89.970146,1.6962422,2925,6.8376069,2646,46,1.7,545,1951,103,47,1.8,0,410,15.5,2236,224702
226001,6037226001,11138123.39,19074.26958,41.013,72.254593,5.9988351,2261,48.651039,2188,477,21.8,611,949,546,82,3.7,11,1853,84.7,335,226001
226002,6037226002,27645340.92,21400.41109,34.765625,48.193359,4.8689137,1912,94.142258,1960,266,13.6,292,1108,437,123,6.3,0,847,43.2,1113,226002
226410,6037226410,3040629.929,7123.364994,33.001106,71.567001,5.3140097,3588,13.93534,3579,1107,30.9,1198,1528,579,274,7.7,20,3530,98.6,49,226410
