geoid20_x,FIPS,ShapeSTArea,ShapeSTLength,pop_below_100_pct,pop_below_200_pct,chd_pct,total_pop,snap_rate,Age Total population,Under 18 years,Percent Under 18 years,0-19 years,20 to 44 years,45 to 64 years,65 years and over,Percent 65 years and over,85 years and over,Hispanic or Latino,Percent Hispanic or Latino,Not Hispanic or Latino,geoid20_y
570404,6037570404,9317557.889,15596.86659,20.40765,36.336185,4.1946974,3901,7.6903358,3972,1080,28.7,1296,1469,961,246,7.7,0,2825,71.1,1147,570404
570502,6037570502,21506057.95,19952.45146,11.442371,38.907394,4.0988941,6259,12.781594,6026,1073,27.2,1155,2089,1951,831,6.2,64,3152,52.3,2874,570502
570503,6037570503,5801545.458,9875.967495,33.384048,42.403824,4.9038463,4121,7.2797866,3903,1082,17.8,1165,1383,795,560,13.8,153,3065,78.5,838,570503
570504,6037570504,10194101.78,12940.729,28.452318,59.796768,4.8960614,3815,2.621232,3793,1144,27.7,1300,1459,713,321,14.3,37,2448,64.5,1345,570504
570601,6037570601,8401349.309,12356.32856,14.14346,31.156118,4.390595,6243,6.407176,6205,1592,30.2,1851,2483,1390,481,8.5,18,4218,68,1987,570601
570602,6037570602,11223312.12,14077.57854,5.7546339,26.58429,3.992862,5498,10.913059,5624,1267,25.7,1427,2111,1335,751,7.8,0,2190,38.9,3434,570602
570603,6037570603,7908006.534,12116.9336,26.594217,52.019684,4.2048054,5130,5.8479533,5331,1634,22.5,1756,2116,1184,275,13.4,4,1405,26.4,3926,570603
570701,6037570701,19149170.82,21080.57555,4.4665341,11.212724,4.5062838,7866,6.3564711,7674,1721,30.7,1924,3073,1692,985,5.2,99,2467,32.1,5207,570701
570703,6037570703,10008460.23,13310.78414,8.492569,15.428167,4.7654505,2922,17.111567,3055,573,22.4,645,996,878,536,12.8,66,1185,38.8,1870,570703
570901,6037570901,19544560.53,18513.69419,6.8500443,16.078083,5.097518,5900,8.474576,5858,1144,,1261,1969,1665,963,,85,2117,36.1,3741,570901
570902,6037570902,11365545.67,14170.02108,5.3902798,18.645067,4.8145509,3496,5.7208238,3349,463,19.5,530,1346,907,566,16.4,156,965,28.8,2384,570902
571101,6037571101,14249746.36,15900.58715,1.4831369,9.2238932,4.5050216,5049,1.9805902,4904,999,,1055,1600,1619,630,,57,1584,32.3,3320,571101
571102,6037571102,13537623.48,15649.78558,7.884058,17.68116,4.6002536,3525,8.5106382,3699,804,20.4,876,1450,937,436,12.8,52,1261,34.1,2438,571102
571201,6037571201,14049861.36,15898.14188,6.8743563,16.503605,5.2040215,3919,2.5516713,3843,804,21.7,832,1101,1221,689,11.8,158,1024,26.6,2819,571201
571502,6037571502,14822500.3,16163.24074,10.926665,26.812355,5.1900392,5051,15.838448,5033,1092,,1171,1661,1264,937,,55,1761,35,3272,571502
571504,6037571504,16273015.1,16683.96306,8.4064474,23.301367,4.1125541,5145,7.7745385,5030,1063,21.7,1201,1398,1792,639,18.6,17,1567,31.2,3463,571504
571701,6037571701,20578554.48,24661.23741,28.19068,54.980202,4.3107128,6800,8.8235292,6655,2003,,2077,2859,1178,541,,51,4823,72.5,1832,571701
571703,6037571703,4278800.198,9704.989001,11.506598,33.783371,5.814815,3388,5.9031878,3462,590,30.1,707,1179,938,638,8.1,42,2175,62.8,1287,571703
571704,6037571704,5184206.998,11196.167,21.808247,43.666168,4.2038217,3896,10.26694,3783,900,17,1040,1652,788,303,18.4,27,2245,59.3,1538,571704
572001,6037572001,18255190.72,19490.30077,4.4498777,21.907091,4.1732593,6267,4.7869792,6205,1333,,1504,1855,2096,750,,161,1663,26.8,4542,572001
572201,6037572201,16791606.48,18493.92933,20.274857,47.081779,5.8996382,5553,3.6016567,5705,665,21.5,900,1976,1691,1138,12.1,376,2149,37.7,3556,572201
572202,6037572202,16713607.24,17970.0619,8.2457819,16.014008,4.6036692,3375,32.592594,3439,643,11.7,719,1322,912,486,19.9,79,1354,39.4,2085,572202
572301,6037572301,8819127.528,19342.78976,20.048052,52.295784,4.815351,3805,7.8843627,3728,828,18.7,888,1662,888,290,14.1,13,2509,67.3,1219,572301
573002,6037573002,3493340.046,7924.941166,23.246439,59.742004,4.2158518,3464,5.7736721,3761,1003,,1198,1423,830,310,,47,2571,68.4,1190,573002
573003,6037573003,4824001.882,9050.008458,13.948256,37.345333,5.0985723,1813,5.5157199,1720,371,26.7,405,643,513,159,8.2,5,771,44.8,949,573003
573004,6037573004,4423554.497,8641.321847,17.55035,32.346897,3.7127206,4977,10.046212,4855,1094,21.6,1182,1975,1421,277,9.2,19,2848,58.7,2007,573004
573101,6037573101,5670599.194,11227.38243,28.822382,50.444588,4.6955829,4583,2.1819768,4452,1085,22.5,1150,1916,807,579,5.7,162,2273,51.1,2179,573101
573102,6037573102,7172019.336,12339.34525,22.190306,29.587074,4.6855345,2795,7.1556349,2751,621,24.4,703,1027,735,286,13,15,1546,56.2,1205,573102
573201,6037573201,6474110.969,10368.09244,29.934975,56.363213,4.8862939,4422,11.307101,3977,1021,22.6,1111,1614,919,333,10.4,66,2588,65.1,1389,573201
573202,6037573202,6987063.912,10572.64794,16.840939,40.541824,4.20964,6685,7.4794316,6654,1611,25.7,1828,2446,1464,916,8.4,19,3558,53.5,3096,573202
573401,6037573401,11199027.44,18583.2259,11.728395,27.70919,4.9959712,1561,12.8123,1507,377,,411,596,342,158,,0,647,42.9,860,573401
573402,6037573402,31901908.73,34539.89537,14.447086,28.700951,4.2042618,7045,9.9361248,6929,1506,25,1562,2934,1693,740,10.5,90,3024,43.6,3905,573402
573403,6037573403,17921371.41,26864.02212,10.081403,13.807138,4.2011018,3174,6.3011971,3242,394,21.7,510,1125,1162,445,10.7,25,950,29.3,2292,573403
573601,6037573601,40117908.32,32332.83802,3.9661798,7.6556497,5.1010203,6335,3.157064,6370,1283,12.2,1411,1644,1995,1320,13.7,150,1515,23.8,4855,573601
574201,6037574201,13937005.15,15839.76038,2.5991337,8.5971346,5.2003412,3089,3.2372937,3141,764,,819,885,1008,429,,130,424,13.5,2717,574201
574901,6037574901,14440218.01,16979.32656,8.6989994,11.290736,4.3952298,3849,5.1961551,3867,732,,823,1248,1331,465,,32,739,19.1,3128,574901
574902,6037574902,8647872.912,13140.90262,40.180256,50.010479,3.2985387,5642,8.8621054,5471,952,18.9,1538,2915,714,304,12,26,1429,26.1,4042,574902
575001,6037575001,10496782.3,18231.31359,18.421667,25.72963,2.9096477,4295,2.3282888,4108,714,17.4,723,2126,949,310,5.6,31,1502,36.6,2606,575001
575002,6037575002,10388610.82,14929.10095,11.953697,25.135838,4.6059365,4497,4.4474092,4451,516,17.4,611,1641,1360,839,7.5,118,1331,29.9,3120,575002
575101,6037575101,4526448.295,10168.4826,28.669346,62.845661,4.3894391,4210,11.876485,4115,1184,11.6,1271,1763,809,272,18.8,30,2208,53.7,1907,575101
575102,6037575102,4370208.003,9258.172539,23.651657,58.955963,4.4846053,4336,4.612546,4247,1014,28.8,1177,1510,1274,286,6.6,0,3032,71.4,1215,575102
575103,6037575103,5168694.593,9179.635408,11.683984,44.010979,3.402957,5239,3.8175225,4980,822,23.9,932,2524,1093,431,6.7,21,2466,49.5,2514,575103
575201,6037575201,6099515.569,10557.12504,20.021141,49.027485,4.7041421,4986,12.033694,4823,1272,16.5,1536,1770,935,582,8.7,91,2534,52.5,2289,575201
575202,6037575202,4350166.346,9234.073344,29.293993,64.330872,4.9122806,3851,12.983641,3759,996,26.4,1079,1469,760,451,12.1,86,2553,67.9,1206,575202
575401,6037575401,9580217.626,12588.87044,29.102032,60.061176,5.0928698,4714,10.606704,4437,1229,,1287,1895,1017,238,,19,3336,75.2,1101,575401
575402,6037575402,3485864.388,7932.483862,24.625158,57.712833,4.4057755,3878,20.62919,3757,1166,27.7,1241,1572,755,189,5.4,8,3188,84.9,569,575402
575801,6037575801,4696001.461,8615.548756,29.464285,63.080357,4.6235137,2270,4.4052863,2399,600,31,683,982,612,122,5,4,1659,69.2,740,575801
575802,6037575802,3454989.845,7901.935656,29.065933,61.776558,4.8118763,5171,7.7354479,4536,1067,25,1293,1687,1165,391,5.1,0,3399,74.9,1137,575802
575803,6037575803,2148618.948,6905.198852,35.873314,63.280025,8.00317,3175,9.4488192,2685,435,23.5,471,1021,379,814,8.6,64,1292,48.1,1393,575803
575902,6037575902,3773423.027,7831.609023,16.342339,35.046288,4.9061723,4953,6.0569353,5286,729,25.5,800,2975,1139,372,6.3,15,1974,37.3,3312,575902
576301,6037576301,5905119.928,9753.973411,21.982269,60.832008,4.9048753,4669,10.708931,4725,746,,919,2127,1159,520,,61,2629,55.6,2096,576301
576302,6037576302,3484769.048,7919.613971,21.175428,55.020672,3.890785,3318,9.0415916,3278,797,15.8,928,1269,730,351,11,45,1981,60.4,1297,576302
576401,6037576401,3488157.555,7928.138723,34.474091,51.759476,4.813302,4578,13.10616,4338,1389,24.3,1525,1443,1109,261,10.7,45,3096,71.4,1242,576401
576402,6037576402,3492769.507,7930.527525,26.582279,57.341774,4.4946957,4760,8.4033613,4272,1165,32,1304,1462,1183,323,6,77,3081,72.1,1191,576402
576403,6037576403,3493768.512,7935.172401,21.343164,53.148666,4.3113103,5303,11.31435,5256,1290,27.3,1467,2236,1360,193,7.6,25,3294,62.7,1962,576403
576501,6037576501,3136718.552,7291.405001,28.312222,60.424511,5.1170859,3186,9.4161959,2905,700,24.5,700,1358,506,341,3.7,20,1073,36.9,1832,576501
576502,6037576502,3311538.636,8030.268196,11.340804,40.707111,3.3997345,5111,7.8262572,5152,846,24.1,994,2879,920,359,11.7,7,2683,52.1,2469,576502
576503,6037576503,3356437.585,7911.514399,10.125567,27.277584,4.3060961,4039,9.9034414,3927,519,16.4,696,1936,941,354,7,60,1966,50.1,1961,576503
576801,6037576801,5535431.517,9955.33667,14.954029,37.614925,4.1982508,3780,5.2910051,3734,580,13.2,580,1846,834,474,9,63,1434,38.4,2300,576801
576802,6037576802,5036017.563,9265.785229,5.6657963,27.78068,3.6950829,4039,4.9517207,4413,614,15.5,636,2269,898,610,12.7,72,1354,30.7,3059,576802
576901,6037576901,4789418.519,9246.301697,28.677803,49.949688,4.3961596,5165,5.8083253,5136,931,13.9,1147,2187,1546,256,13.8,3,2932,57.1,2204,576901
576903,6037576903,3495520.23,7937.925279,29.696423,57.078449,3.8002172,3371,17.798872,3491,720,18.1,793,1779,677,242,5,2,1953,55.9,1538,576903
576904,6037576904,3941030.997,8609.289804,26.540756,40.125912,3.5142522,3099,6.4536948,2970,546,20.6,577,1472,599,322,6.9,44,1137,38.3,1833,576904
600201,6037600201,6304691.209,11426.67741,26.683662,57.85001,5.2115269,5228,11.476665,5362,1854,,2010,2039,1029,284,,18,3554,66.3,1808,600201
600202,6037600202,8925264.925,14579.08256,27.659304,70.233688,6.6019788,7585,11.865524,7625,2473,34.6,2713,2527,1409,976,5.3,69,4872,63.9,2753,600202
600302,6037600302,8820765.802,11976.5299,10.264792,42.759071,6.3821139,3281,6.0957026,3343,804,32.4,827,1191,848,477,12.8,39,1244,37.2,2099,600302
600303,6037600303,3924007.675,9114.64328,29.940565,64.784546,5.5941358,4234,2.3618329,4157,1352,24.1,1658,1496,752,251,14.3,15,2957,71.1,1200,600303
600304,6037600304,4798305.86,9662.240289,26.530096,56.777946,4.789978,4062,17.232891,4074,1163,32.5,1219,1774,848,233,6,17,2798,68.7,1276,600304
600501,6037600501,7073018.688,10722.35913,6.5413804,24.213949,5.7963953,2739,10.952903,2597,591,,600,815,510,672,,63,337,13,2260,600501
600601,6037600601,6962718.891,10542.6111,5.3785686,19.362846,6.4030132,2526,3.9588282,2388,455,22.8,494,734,704,456,25.9,39,428,17.9,1960,600601
600602,6037600602,7430325.731,10861.6365,23.77648,58.582909,4.5091324,2734,14.630578,2681,826,19.1,901,957,576,247,19.1,161,2069,77.2,612,600602
600702,6037600702,26162751.84,24173.21181,9.29632,17.172369,4.8942947,4657,10.736526,4659,899,30.8,981,1563,1512,603,9.2,107,1165,25,3494,600702
600704,6037600704,10377163.09,13200.48342,14.382507,20.542038,6.0750852,3279,18.298262,2996,487,14.1,569,879,858,690,27.6,68,319,10.6,2677,600704
600801,6037600801,10452395.7,13346.96128,9.2072411,15.543071,5.3955374,2930,3.4129694,2761,464,16.3,515,664,1051,531,23,99,316,11.4,2445,600801
600802,6037600802,20919590.39,20363.93727,10.765643,19.354839,5.3033519,2717,7.3610601,2508,282,16.8,311,821,761,615,19.2,69,264,10.5,2244,600802
600902,6037600902,8615976.187,13421.13921,23.200773,50.732571,5.489418,6385,4.6985121,6599,1563,11.2,1625,2450,1655,869,24.5,68,2538,38.5,4061,600902
600911,6037600911,7353051.333,11395.38148,10.958904,24.76936,4.2152805,3391,8.8469477,3344,604,23.7,638,1501,842,363,13.2,22,2130,63.7,1214,600911
600912,6037600912,11710912.62,15517.87017,11.075824,34.041286,4.7972188,4894,8.1732731,4832,1058,18.1,1186,1862,1278,506,10.9,26,3694,76.4,1138,600912
601001,6037601001,9515760.639,14262.16599,9.2741938,21.209677,7.3194375,2392,33.444817,2148,356,21.9,364,705,478,601,10.5,185,868,40.4,1280,601001
601002,6037601002,6816443.196,11226.45795,15.34225,41.71912,4.2115817,5173,5.7993426,5074,947,16.6,1014,1967,1587,506,28,93,2067,40.7,3007,601002
601202,6037601202,7042733.878,10682.05019,6.9195895,26.294441,4.4084277,4107,9.7394695,3958,663,,800,1647,883,628,,163,3328,84.1,630,601202
601211,6037601211,6241067.777,10199.3803,18.13151,50.227863,6.4854555,2849,14.040014,3008,663,16.8,841,1081,704,382,15.9,179,1508,50.1,1500,601211
601212,6037601212,6297809.912,10124.48652,23.893669,50.768284,4.6945472,6172,4.860661,5416,1136,22,1308,2003,1610,495,12.7,50,3207,59.2,2209,601212
601301,6037601301,6614180.869,11072.3689,6.5393519,22.453703,4.5822101,1798,5.5617352,1810,344,21,363,624,458,365,9.1,24,567,31.3,1243,601301
601302,6037601302,13128637.4,19669.39563,19.296221,35.304298,4.3064876,7104,4.2229729,6892,1588,19,1787,3046,1562,497,20.2,0,2306,33.5,4586,601302
601303,6037601303,4719524.787,8901.571212,17.024855,36.908989,4.2077923,5505,10.899182,5593,1135,23,1337,2052,1687,517,7.2,50,1602,28.6,3991,601303
601401,6037601401,16933194.38,18287.06698,24.630154,46.395969,5.3962898,6577,10.64315,7129,1413,20.3,1521,2106,2403,1099,9.2,121,3424,48,3705,601401
601402,6037601402,10584567.27,13265.21691,14.678326,31.917551,4.3120022,4719,10.595465,4437,871,19.8,942,1660,1439,396,15.4,14,3918,88.3,519,601402
601501,6037601501,5092858.127,10545.41759,37.483753,66.623344,5.0018125,3883,15.45197,3707,1143,19.6,1289,1387,790,241,8.9,30,3014,81.3,693,601501
601502,6037601502,5283115.368,11514.47576,20.101597,58.345428,4.9867773,3936,5.0813007,3640,817,30.8,852,1360,884,544,6.5,16,3497,96.1,143,601502
601801,6037601801,5239211.349,10548.53636,20.942785,53.904282,4.8780489,2847,24.587284,2863,710,,741,1074,798,250,,19,2701,94.3,162,601801
601802,6037601802,5211014.901,10562.93747,9.2406693,34.620335,3.8135593,3884,10.298661,3509,935,24.8,1040,1266,881,322,8.7,0,3017,86,492,601802
602002,6037602002,5763859.606,10775.75479,9.4083414,39.152927,4.2100697,3214,9.3341627,3086,732,,805,1263,815,203,,0,2417,78.3,669,602002
602003,6037602003,6729146.761,10337.40133,8.0622349,43.682224,4.5916886,4309,6.962172,4438,1188,23.7,1288,1756,926,468,6.6,99,3865,87.1,573,602003
602103,6037602103,8997950.965,11939.41314,28.579357,60.321865,5.2988296,5408,16.642012,5336,1285,26.8,1376,2102,1212,646,10.5,80,3724,69.8,1612,602103
602104,6037602104,8006164.725,11595.85893,19.95676,43.638783,4.2155094,6051,8.2630968,6159,1700,24.1,1816,2479,1381,483,12.1,71,4392,71.3,1767,602104
602105,6037602105,6874249.656,10463.52671,17.116125,38.02972,4.5025187,3738,5.3504548,3567,746,27.6,792,1520,949,306,7.8,27,2091,58.6,1476,602105
602106,6037602106,8825443.399,13276.51423,14.735455,40.79446,4.4930606,6228,8.0282593,6360,1396,20.9,1557,2652,1682,469,8.6,65,3732,58.7,2628,602106
602201,6037602201,17383561.79,19997.20604,5.772994,8.5861053,4.1108985,4408,2.2686026,4294,944,21.9,997,1846,882,569,7.4,168,1546,36,2748,602201
602202,6037602202,5336756.847,9924.253852,11.140991,23.357664,4.1245136,2799,7.1454091,2839,344,22,416,1262,836,325,13.3,88,1749,61.6,1090,602202
602301,6037602301,19229308.43,19331.93611,6.4685578,19.465706,4.5926847,6516,7.6734195,6692,1594,12.1,1700,2353,1539,1100,11.4,86,3480,52,3212,602301
602302,6037602302,20964324.31,22810.6388,4.8379936,7.4345317,4.3300653,4593,2.1772263,4641,1191,23.8,1206,1546,1284,605,16.4,58,878,18.9,3763,602302
602402,6037602402,14218944.45,17499.87505,5.5498757,18.270775,4.8970075,7204,11.104941,7250,1592,25.7,1934,2660,1917,739,13,7,4905,67.7,2345,602402
602403,6037602403,6305101.358,10061.78088,14.176497,35.648754,3.9008832,4505,8.8790236,4386,861,22,1013,1804,985,584,10.2,24,3121,71.2,1265,602403
602404,6037602404,6951424.112,11317.62654,24.931356,49.222038,4.6971569,5927,5.0615826,5901,1459,19.6,1677,2113,1596,515,13.3,45,3963,67.2,1938,602404
602504,6037602504,3460243.234,7905.662309,20.514391,43.600735,3.5978837,5196,1.9245573,4877,1138,24.7,1343,2087,1217,230,8.7,18,2922,59.9,1955,602504
602505,6037602505,3483307.692,7914.1132,26.388229,54.010441,4.1035991,4584,2.1815009,4523,1478,23.3,1544,1950,848,181,4.7,10,2703,59.8,1820,602505
602506,6037602506,3494869.274,7898.467935,14.2203,39.735435,3.9151714,4277,2.3380876,4135,1100,32.7,1219,1731,961,224,4,17,1985,48,2150,602506
602507,6037602507,3472928.148,7912.747965,11.034622,46.993317,4.0064101,5213,3.8365624,5233,1337,26.6,1404,2344,1035,450,5.4,129,1865,35.6,3368,602507
602510,6037602510,3493955.801,7935.096129,24.778255,49.155937,4.1000409,3529,2.8336639,3638,1252,25.5,1311,1490,679,158,8.6,11,2255,62,1383,602510
602511,6037602511,3678853.947,8634.709995,12.572039,57.310566,4.1090317,4803,4.1640639,4444,1516,34.4,1544,1718,719,463,4.3,14,1593,35.8,2851,602511
602513,6037602513,19366693.88,21253.06466,35.938332,41.095161,3.9380679,1642,6.0901341,1660,517,23,624,657,337,42,11.4,0,578,34.8,1082,602513
602601,6037602601,13974858.73,15883.81065,8.1644936,29.989969,5.7084837,4626,6.4850845,5072,1243,31.1,1278,1678,1307,809,2.5,54,1240,24.4,3832,602601
602602,6037602602,6985004.452,10568.32949,10.1227,29.890934,5.6884875,3046,9.8489819,2839,620,24.5,686,810,613,730,16,35,723,25.5,2116,602602
602801,6037602801,13495609.52,15771.1837,23.871462,67.533791,4.812429,4314,4.6360688,4052,1498,,1652,1064,960,376,,61,2050,50.6,2002,602801
602802,6037602802,14373633.2,16036.50813,3.5496957,10.324544,4.9031625,4784,8.3612041,4637,994,37,1022,1622,1286,707,9.3,86,1544,33.3,3093,602802
603004,6037603004,2428204.726,8219.202172,7.6132932,26.283987,5.2750564,1734,11.534025,1712,220,,259,655,570,228,,63,639,37.3,1073,603004
603005,6037603005,7004838.328,10585.93076,12.599729,34.728287,4.1042194,6771,4.4306602,6482,1543,12.9,1799,2662,1632,389,13.3,7,3352,51.7,3130,603005
603006,6037603006,7401009.56,10962.72391,5.2380953,28.869047,5.8974357,1802,27.746948,1864,286,23.8,324,529,679,332,6,70,729,39.1,1135,603006
603007,6037603007,7214936.691,14310.15709,29.348986,49.386341,5.3019562,3510,8.5470085,3473,842,15.3,929,1323,806,415,17.8,66,1160,33.4,2313,603007
603008,6037603008,5039761.275,10823.28373,8.7407904,34.929672,5.3144016,4189,2.3872046,4133,1074,24.2,1229,1194,1067,643,11.9,105,2664,64.5,1469,603008
603101,6037603101,9489590.227,12652.19065,18.934647,34.176365,4.7875524,4812,6.2344141,4735,935,26,1001,1816,1247,671,15.6,101,2029,42.9,2706,603101
603102,6037603102,8027753.663,11372.69215,15.198822,30.574373,5.7931962,3632,13.76652,3859,689,19.7,721,1468,970,700,14.2,132,1814,47,2045,603102
603301,6037603301,10492836.8,14162.02347,14.217869,29.118433,5.9001007,3539,8.4769707,3461,656,,735,897,1003,826,,167,1096,31.7,2365,603301
603302,6037603302,12218790.58,15276.05611,16.82243,30.607477,5.9970889,4129,12.109469,4117,574,19,702,1275,1214,926,23.9,180,1552,37.7,2565,603302
603702,6037603702,28072909.05,21879.2108,5.8342075,18.132214,5.1070414,4903,6.1187029,5015,871,,927,1297,1571,1220,,227,1940,38.7,3075,603702
603703,6037603703,7017997.033,10877.35398,4.2778482,12.621771,4.4875064,2459,16.266775,2542,515,17.4,568,796,777,401,24.3,55,1274,50.1,1268,603703
603705,6037603705,2916160.129,7696.923208,5.9756923,24.98312,3.603159,2925,3.4188035,2824,950,20.3,980,1135,564,145,15.8,0,1073,38,1751,603705
603706,6037603706,4025814.919,10235.11324,28.788349,49.922527,3.6123033,3181,9.4309969,3366,790,33.6,970,1546,632,218,5.1,37,2593,77,773,603706
603801,6037603801,7175831.774,10842.80478,14.372716,37.29192,4.0968342,4890,8.1799593,4827,972,23.5,1137,1833,1413,444,6.5,22,2670,55.3,2157,603801
603802,6037603802,6790503.377,10519.07362,11.844078,28.385807,4.3982272,4139,4.8320851,3941,1028,20.1,1093,1130,1249,469,9.2,55,2146,54.5,1795,603802
603902,6037603902,8088020.178,12042.80726,13.27646,47.347374,5.4100618,3268,18.359854,3211,873,20,916,1102,825,368,13.2,19,2367,73.7,844,603902
604001,6037604001,7094128.821,10693.21129,9.1169252,41.843826,3.9918416,5119,5.8605194,5151,1111,27.2,1203,2132,1457,359,11.5,45,3657,71,1494,604001
604002,6037604002,7004316.527,10362.94383,12.917647,41.717648,3.9947782,3956,5.0556116,3819,836,21.6,976,1360,1036,447,7,5,2034,53.3,1785,604002
604101,6037604101,5169917.806,9620.256048,9.618535,42.101566,4.1117764,4086,4.8947625,4108,1016,21.9,1155,1820,900,233,11.7,49,3171,77.2,937,604101
604102,6037604102,5742489.423,12105.67035,12.35997,27.744585,4.0977712,2615,19.120459,2811,744,24.7,767,1095,614,335,5.7,3,1853,65.9,958,604102
620001,6037620001,12739633.04,14713.63219,3.6367958,9.4128838,4.3925233,4491,2.2266755,4338,1064,,1100,1689,1084,465,,98,965,22.2,3373,620001
620002,6037620002,12753097.42,15826.03815,6.9468269,16.952545,3.7974684,3686,2.7129679,3637,756,24.5,826,1468,955,388,10.7,25,505,13.9,3132,620002
620101,6037620101,14583042.68,16146.24188,2.9856386,17.346939,4.0991421,5441,1.8378974,5482,1228,20.8,1264,2093,1317,808,10.7,56,1142,20.8,4340,620101
620102,6037620102,9385626.397,16012.1653,7.9387584,14.289764,4.0014958,3625,5.5172415,3624,502,22.4,518,1769,877,460,14.7,55,595,16.4,3029,620102
620301,6037620301,11180838.64,14217.51462,0.52332199,3.9817975,4.514533,4355,2.2962112,4483,1449,13.9,1540,753,1441,749,12.7,92,551,12.3,3932,620301
620501,6037620501,27884251.96,21153.88556,6.5726871,12.828194,3.902781,6035,8.2850046,5899,1546,,1608,1957,1562,772,,8,1024,17.4,4875,620501
620521,6037620521,6934763.337,10531.01307,5.6442285,14.434421,3.2169747,4587,4.3601484,4609,1281,26.2,1294,1917,1068,330,13.1,16,858,18.6,3751,620521
620522,6037620522,8055864.713,11356.78722,5.283505,11.361684,3.3941886,4970,4.0241446,4748,1190,27.8,1255,1724,1100,669,7.2,7,817,17.2,3931,620522
620601,6037620601,14701194.82,19878.48545,3.2952123,15.836402,3.3051498,5641,10.636412,5841,1612,25.1,1654,2370,1232,585,14.1,101,1091,18.7,4750,620601
620602,6037620602,14518824.22,18768.26292,2.5842266,6.0681472,3.9088728,5512,1.8142235,5432,893,27.6,1154,1362,1942,974,10,57,858,15.8,4574,620602
620701,6037620701,10969959.04,15221.85183,3.2280507,10.407681,3.5044248,7616,5.2521009,7651,1844,16.4,1884,2564,2176,1027,17.9,49,1164,15.2,6487,620701
620802,6037620802,13848948,15789.73116,2.188868,5.3470922,4.7991829,3330,3.0030031,3434,682,28.6,700,1310,998,426,17.9,53,276,8,3158,620802
620901,6037620901,9401916.007,12903.27517,3.6288943,7.9082508,4.881731,2836,3.526093,2700,740,19.9,790,317,1016,577,12.4,88,328,12.1,2372,620901
621001,6037621001,10246304.04,16101.69725,3.190767,8.5313416,3.7804537,4637,4.3131337,4575,1019,27.4,1157,1253,1426,739,21.4,91,620,13.6,3955,621001
621102,6037621102,5853873.363,10895.9346,3.8521767,9.5834637,3.4808767,3370,5.9347181,3414,749,22.3,798,1147,973,496,16.2,17,323,9.5,3091,621102
621201,6037621201,17657400.46,17424.53786,4.2980371,8.0904226,3.90625,7612,2.6274304,7601,1597,21.9,1756,2399,2152,1294,14.5,207,1738,22.9,5863,621201
621301,6037621301,16824509.36,17385.52134,4.627707,10.308514,3.998491,6934,1.4421691,7160,1769,21,1837,2085,2057,1181,17,124,832,11.6,6328,621301
650001,6037650001,17333640.04,17028.5271,15.926709,27.660324,5.4009142,5585,1.7905103,5807,1225,,1383,1554,1714,1156,,246,1273,21.9,4534,650001
650003,6037650003,5467803.184,9617.793442,10.58201,22.916666,4.3064022,3141,3.1836994,3057,503,21.1,503,1191,852,511,19.9,53,611,20,2446,650003
650004,6037650004,8240861.159,11730.16318,6.8751435,17.452288,3.8887227,4302,9.2980013,4179,776,16.5,849,1620,1127,583,16.7,90,1288,30.8,2891,650004
650101,6037650101,20490526.25,18516.43897,5.5959806,11.884962,5.3036437,5912,8.4573746,5532,1146,18.6,1183,1203,1988,1158,14,332,982,17.8,4550,650101
650401,6037650401,37763560.45,32199.96691,2.9783587,8.0565672,4.6959825,4413,9.0641289,4295,750,,853,1074,1570,798,,159,940,21.9,3355,650401
650501,6037650501,10688010.46,13603.94837,0.49261084,8.1280785,4.9937053,2935,6.8143101,2833,643,17.5,692,781,859,501,18.6,99,427,15.1,2406,650501
650502,6037650502,14351138.73,15581.57393,5.981915,13.494087,5.4061952,4276,9.354537,4222,810,22.7,880,1247,1147,948,17.7,157,839,19.9,3383,650502
650604,6037650604,5548335.747,9489.824697,14.541023,26.092607,4.0026684,5921,6.7556157,5712,1050,17.2,1098,2678,1329,607,22.3,86,1320,23.1,4392,650604
650606,6037650606,7894439.463,16005.23671,10.274696,17.062862,4.1068354,4341,4.6072335,4436,701,25.1,778,1881,974,803,11.1,233,652,14.7,3784,650606
650607,6037650607,5444010.015,11200.19257,1.5355805,18.35206,4.0833335,2623,3.8124285,2736,530,15.8,557,1320,573,286,18.1,73,198,7.2,2538,650607
650701,6037650701,21598048.06,18666.74935,5.2403469,8.0378246,5.3838487,2675,18.691589,2569,613,19.4,641,653,695,580,10.5,135,395,15.4,2174,650701
650702,6037650702,15059765.33,16481.15741,1.9105514,4.4072948,4.7077494,4782,2.0911753,4710,941,23.9,981,1462,1506,761,22.6,126,739,15.7,3971,650702
650901,6037650901,38164122.04,29584.56209,10.533822,20.537897,3.9962165,5028,7.9554496,5111,938,30.6,1062,1311,1770,968,15.2,171,1394,27.3,3717,650901
650903,6037650903,11395810.22,17065.97933,5.6343737,30.826916,3.5829451,5366,1.8635856,5188,1198,18.4,1438,2032,1337,381,18.9,0,2338,45.1,2850,650903
650904,6037650904,10063205.81,16179.40834,5.7044411,7.427259,3.6149471,2540,15.748032,2647,714,23.1,741,934,719,253,7.3,28,273,10.3,2374,650904
651001,6037651001,15270388.77,19082.60965,5.3605494,23.884014,5.4937248,5421,1.844678,5437,1042,27,1214,1427,1551,1245,9.6,208,1740,32,3697,651001
